tempo,biomassa,substrato,temperatura,ph,concentracao_n,concentracao_p,concentracao_dqo,eficiencia_remocao_n,eficiencia_remocao_p,eficiencia_remocao_dqo
0.0,0.034663517693139405,0.821460782187718,0.2533715736020461,0.1760554451728757,1.0,1.0,1.0,0.0,0.0,0.0
0.024390243902439022,0.003957026362077463,0.7890609672604731,0.32337057551374193,0.2971185604158451,0.9943032636452876,0.9947205493244299,0.9951203421112614,0.005696736354712455,0.00527945067557037,0.004879657888738922
0.04878048780487805,0.05000512202051381,0.5941938508304798,0.6467742384604193,0.4871575451907492,0.987928815618962,0.9888090523915077,0.9896528221331166,0.012071184381037995,0.011190947608492749,0.010347177866883711
0.07317073170731707,0.10132473564993297,0.7156421252266715,0.5128971905923295,0.31504582173672824,0.9808045380528286,0.9821971877672087,0.9835329111511438,0.01919546194717148,0.01780281223279143,0.016467088848856008
0.0975609756097561,0.011745413968949726,0.7550953178846433,0.3169800974189021,0.016214419176194286,0.972852858912771,0.97481117032871,0.9766906468400665,0.027147141087228984,0.025188829671290276,0.02330935315993369
0.12195121951219512,0.017147199993744526,1.0,0.5550048497095983,0.4782859870273578,0.9639909368848958,0.9665718298772062,0.9690506176771152,0.03600906311510427,0.03342817012279414,0.0309493823228852
0.14634146341463414,0.12061008823424031,0.8796420910685279,0.460027985735578,0.15557549891668424,0.9541310455040295,0.9573948586979744,0.960532087655649,0.04586895449597051,0.042605141302026,0.03946791234435127
0.17073170731707316,0.08376484545200359,0.5310314538166526,0.6589245604353038,0.5938674739659151,0.943181205137545,0.9471912724360128,0.9510493014799598,0.05681879486245501,0.052808727563987336,0.048950698520040845
0.1951219512195122,0.02487346905168204,0.8677290638265204,0.27766189429572014,0.19634839198669682,0.931046115802582,0.9358681335986512,0.9405120155183339,0.06895388419741794,0.06413186640134928,0.05948798448166617
0.21951219512195125,0.08767153983293229,0.7466298657976062,0.36310000670531595,0.9010184825236027,0.9176284460978767,0.9233295904877165,0.928826304161424,0.08237155390212322,0.07667040951228382,0.07117369583857622
0.24390243902439024,0.04301988025312498,0.6931896587622313,0.3483930668323204,0.23520689898126823,0.9028305325481901,0.9094782853748231,0.9158956938351719,0.09716946745181017,0.09052171462517629,0.08410430616482853
0.26829268292682923,0.053338005544248036,0.8975511892926802,0.1038920316102996,0.3668151819884417,0.8865565378981813,0.8942171829726958,0.9016226766610677,0.11344346210181874,0.10578281702730435,0.09837732333893273
0.2926829268292683,0.10294583214784353,0.9590654571375151,0.505450651717559,0.6908703258143419,0.8687151046589437,0.8774518622009926,0.8859106513082303,0.13128489534105642,0.12254813779900742,0.11408934869177005
0.3170731707317073,0.0,0.9349441410984178,0.4974486210842072,0.10747409587094968,0.8492225197507631,0.8590932992388461,0.8686663284210032,0.1507774802492369,0.1409067007611532,0.1313336715789967
0.3414634146341463,0.024302699180939597,0.6367875957009683,0.4390412643756777,0.5236297184996375,0.8280063758379972,0.8390611462870186,0.8498026205480746,0.17199362416200287,0.1609388537129819,0.1501973794519252
0.36585365853658536,0.10239263649632903,0.7139402553109954,0.38434024635325914,0.8317340894890669,0.8050096739208907,0.8172874770578296,0.829242010312627,0.19499032607910946,0.18271252294216994,0.17075798968737343
0.3902439024390244,0.0953684929633413,0.8082155992411116,0.11487880925801805,0.0,0.780195260004535,0.7937209262470237,0.8069203546916841,0.2198047399954651,0.20627907375297627,0.19307964530831603
0.41463414634146345,0.18548204289868814,0.9021137877285996,0.34188072478802295,0.5114086282038908,0.7535504279264802,0.7683310968540956,0.7827910376655499,0.24644957207351972,0.23166890314590421,0.21720896233445022
0.4390243902439025,0.14036987315052324,0.6517194801673286,0.35966497152786453,0.5328820883570742,0.7250914546404882,0.741113048755079,0.7568293295111851,0.274908545359512,0.25888695124492095,0.2431706704888152
0.46341463414634143,0.13563240217060407,0.6861083502383566,0.25479017578478114,0.681825848830291,0.6948677700221085,0.7120916192367215,0.7290367519079535,0.30513222997789147,0.28790838076327874,0.27096324809204686
0.4878048780487805,0.3144553867176244,0.5208116906234537,0.4010680415985106,0.10573724806933324,0.6629654098726593,0.6813252686476342,0.6994451893302147,0.3370345901273407,0.31867473135236607,0.3005548106697853
0.5121951219512195,0.2497093552018488,0.4902141265623424,0.5300810149037285,0.08190753344924646,0.6295093696623092,0.648909101594566,0.6681204367673065,0.37049063033769075,0.351090898405434,0.33187956323269374
0.5365853658536585,0.29350471487845875,0.8016234337185429,0.8683125385274597,0.6076646554621099,0.5946644798127069,0.6149766973185017,0.6351648413433586,0.40533552018729324,0.3850233026814985,0.36483515865664146
0.5609756097560975,0.24328424725551595,0.872303456755392,0.47771398020583794,0.5434696895291783,0.5586344715977034,0.5797004028862784,0.6007186913391515,0.4413655284022967,0.42029959711372167,0.39928130866084877
0.5853658536585366,0.32238881239378475,0.6193821155957732,0.49664878749289826,0.5302025210739882,0.5216590022417238,0.5432898078576966,0.5649600397672695,0.4783409977582763,0.4567101921423033,0.4350399602327306
0.6097560975609756,0.3911883356929567,0.7748079897883622,0.420885369708681,0.5575848828523514,0.48400855731778686,0.5059882319881692,0.5281027268671411,0.5159914426822131,0.49401176801183055,0.47189727313285906
0.6341463414634146,0.35866248348980234,0.6483718762499642,0.0,0.26466478539176974,0.44597733727571454,0.4680672133282874,0.4903924865951592,0.5540226627242854,0.5319327866717126,0.5096075134048409
0.6585365853658536,0.4774606592271759,0.46134857608899216,0.4318237299398186,0.5249976935848559,0.4078744419992624,0.4298191686830555,0.45210117855214454,0.5921255580007376,0.5701808313169443,0.5478988214478556
0.6829268292682926,0.46312013651052486,0.6027387883148473,0.45161921637529817,0.5423532821194864,0.3700138638841574,0.39154858923391395,0.41351936275204476,0.6299861361158426,0.6084514107660859,0.5864806372479552
